scenarios,rating,goal,gpt-4_1-annotated_results,claude-3_7-annotated_results,golden_label
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to BOTH make Tom feel good AND give accurate and informative feedback,
What would Bill be most likely to say?
'Response: 'You played well and the tune was not bad.",2,both,"Politeness marker: played well
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: not bad
Politeness strategy:
1. Off-Record - Understate","Politeness marker: You played well
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: the tune was not bad
Politeness strategy:
1. Off-Record - Understate
2. Negative Politeness - Hedge","Politeness marker: You played well
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to give as accurate and informative feedback as possible, but not necessarily make Tom feel good,
What would Bill be most likely to say?
'Response: 'Your solo was quite good, though there's still some room for improvement.",2,informative,"Politeness marker: quite good
Politeness strategy:
1. Positive Politeness – Positive Lexicon (positive sentiment, optimism)

Politeness marker: though there's still some room for improvement
Politeness strategy:
1. Off-Record – Understate (some room for improvement)","Politeness marker: quite good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Negative Politeness - Hedge

Politeness marker: though there's still some room for improvement
Politeness strategy:
1. Negative Politeness - Question, hedge
2. Negative Politeness - Minimize the imposition","Politeness marker: quite good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: though there's still some room for improvement
Politeness strategy:
1. Negative Politeness - Question, hedge
2. Negative Politeness - Minimize the imposition 3. Negative Politeness - Impersonalize speaker and hearer"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to give as accurate and informative feedback as possible, but not necessarily make Tom feel good,
What would Bill be most likely to say?
'Response: 'Your solo was good, but there's room for improvement in some areas.",2,informative,"Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: there's room for improvement in some areas
Politeness strategy:
1. Off-Record - Be vague","Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: but there's room for improvement
Politeness strategy:
1. Negative Politeness - Hedge
2. Off-Record - Understate

Politeness marker: in some areas
Politeness strategy:
1. Negative Politeness - Minimize the imposition
2. Off-Record - Be vague","Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: there's room for improvement in some areas
Politeness strategy:
1. Negative Politeness - Question, hedge
2. Negative Politeness - Minimize the imposition 3. Negative Politeness - Impersonalize speaker and hearer"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to give as accurate and informative feedback as possible, but not necessarily make Tom feel good,
What would Bill be most likely to say?
'Response: ' I thought your technique was good, but there were a few spots where the intonation was off.",2,informative,"Politeness marker: I thought
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: a few spots
Politeness strategy:
1. Off-Record - Understate","Politeness marker: I thought
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: but there were a few spots
Politeness strategy:
1. Negative Politeness - Minimize the imposition","Politeness marker: I thought
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: but there were a few spots
Politeness strategy:
1. Negative Politeness - Minimize the imposition 2. Negative Politeness - Question, hedge"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to give as accurate and informative feedback as possible, but not necessarily make Tom feel good,
What would Bill be most likely to say?
'Response: 'Very accomplished.",2,informative,"Politeness marker: Very accomplished.
Politeness strategy:

1. Positive Politeness + Positive Lexicon (Very accomplished)","Politeness marker: Very
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: accomplished
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: Very accomplished.
Politeness strategy:

1. Positive Politeness + Positive Lexicon (Very accomplished)"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to give as accurate and informative feedback as possible, but not necessarily make Tom feel good,
What would Bill be most likely to say?
'Response: 'You sounded good. Then give some constructive criticism.",2,informative,"Politeness marker: good
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)","Politeness marker: You sounded good
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: Then give some constructive criticism
Politeness strategy:
1. Negative Politeness + Hedge
2. Positive Politeness + Give or ask for reasons","Politeness marker: You sounded good
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: Then give some constructive criticism
Politeness strategy:
1. Positive Politeness + Give or ask for reasons"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to give as accurate and informative feedback as possible, but not necessarily make Tom feel good,
What would Bill be most likely to say?
'Response: 'Your solo was good overall and I could see the emotion you brought out, however some places felt rushed and the intonation could be a bit smoother with a bit more practice it could sound so much polished.",2,informative,"Politeness marker: good overall
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: I could see the emotion you brought out
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer’s interests, wants, needs

Politeness marker: could be a bit smoother
Politeness strategy:
1. Off-Record - Understate","Politeness marker: good overall
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I could see the emotion you brought out
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer's interests, wants, needs

Politeness marker: could be a bit smoother
Politeness strategy:
1. Negative Politeness - Question, hedge
2. Off-Record - Be vague","Politeness marker: good overall
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: I could see the emotion you brought out
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer’s interests, wants, needs

Politeness marker: could be a bit smoother
Politeness strategy:
1. Negative Politeness - Question, hedge 2. Negative Politeness - Counterfactual modal forms (could/would) 
"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to make Tom feel good, but not necessarily give informative feedback,
What would Bill be most likely to say?
'Response: 'That was really wonderful, Tom - you did a great job!",2,social,"Politeness marker: really wonderful
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: you did a great job
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy","Politeness marker: really wonderful
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness + Exaggerate interest, approval, sympathy

Politeness marker: you did a great job
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness + Exaggerate interest, approval, sympathy","Politeness marker: really wonderful
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: you did a great job
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to make Tom feel good, but not necessarily give informative feedback,
What would Bill be most likely to say?
'Response: 'Your solo was really good, Tom!",2,social,"Politeness marker: really good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy (really good)

Politeness marker: Tom
Politeness strategy:
1. Positive Politeness - Use in-group identity markers (Tom)","Politeness marker: really good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: Tom
Politeness strategy:
1. Positive Politeness - Use in-group identity markers","Politeness marker: really good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: Tom
Politeness strategy:
1. Positive Politeness - Use in-group identity markers"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to make Tom feel good, but not necessarily give informative feedback,
What would Bill be most likely to say?
'Response: ' I think you did a fantastic job on that solo!",2,social,"Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: fantastic
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: you did a fantastic job
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy","Politeness marker: I think
Politeness strategy:
1. Negative Politeness + Question, hedge

Politeness marker: fantastic job
Politeness strategy:
1. Positive Politeness + Exaggerate interest, approval, sympathy","Politeness marker: fantastic
Politeness strategy:
1. Positive Politeness - Positive Lexicon"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to make Tom feel good, but not necessarily give informative feedback,
What would Bill be most likely to say?
'Response: 'I think you played the cello solo very well tom, you must keep up the practice and you will get even better.",2,social,"Politeness marker: I think
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: very well
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: you must keep up the practice and you will get even better
Politeness strategy:
1. Positive Politeness - Be optimistic","Politeness marker: I think
Politeness strategy:
1. Negative Politeness + Question, hedge

Politeness marker: very well
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness + Exaggerate interest, approval, sympathy

Politeness marker: you will get even better
Politeness strategy:
1. Positive Politeness + Be optimistic","Politeness marker: very well
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: you will get even better
Politeness strategy:
1. Positive Politeness + Be optimistic"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to make Tom feel good, but not necessarily give informative feedback,
What would Bill be most likely to say?
'Response: 'It was good man.",2,social,"Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: man
Politeness strategy:
1. Positive Politeness - Use in-group identity markers","Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: man
Politeness strategy:
1. Positive Politeness - Use in-group identity markers","Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: man
Politeness strategy:
1. Positive Politeness - Use in-group identity markers"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
If Bill wanted to make Tom feel good, but not necessarily give informative feedback,
What would Bill be most likely to say?
'Response: 'It sounded like all the other cellos I have heard.",2,social,"Politeness marker: like all the other cellos I have heard
Politeness strategy:
1. Off-record (Give association clues)
2. Off-record (Be ambiguous)","Politeness marker: It sounded like all the other cellos I have heard
Politeness strategy:
1. Off-Record (Indirect) - Be ambiguous
2. Off-Record (Indirect) - Be vague","Politeness marker: It sounded like all the other cellos I have heard
Politeness strategy:
1. Off-Record (Indirect) - Be ambiguous
2. Off-Record (Indirect) - Be vague"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
What would Bill be most likely to say?
'Response: 'Your solo was quite good, though there's still some room for improvement.",2,default,"Politeness marker: quite good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: there's still some room for improvement
Politeness strategy:
1. Off-Record - Understate","Politeness marker: quite good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: though there's still some room for improvement
Politeness strategy:
1. Negative Politeness - Hedge
2. Off-Record - Understate","Politeness marker: quite good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: there's still some room for improvement
Politeness strategy: 1. Negative Politeness - Question, hedge
2. Negative Politeness - Impersonalize speaker and hearer"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
What would Bill be most likely to say?
'Response: 'Your solo was good, but there's room for improvement.",2,default,"Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: there's room for improvement
Politeness strategy:
1. Off-Record - Understate (not directly saying what was lacking, but implying it gently)","Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: but there's room for improvement
Politeness strategy:
1. Negative Politeness - Hedge
2. Off-Record - Understate","Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: there's room for improvement
Politeness strategy:
1. Negative Politeness - Impersonalize speaker and hearer"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
What would Bill be most likely to say?
'Response: ' I liked it, but it could use a little more feeling and emotion in the performance.",2,default,"Politeness marker: I liked it
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: could use a little more feeling and emotion
Politeness strategy:
1. Off-Record - Understate

Politeness marker: a little more
Politeness strategy:
1. Off-Record - Be vague","Politeness marker: I liked it
Politeness strategy:
1. Positive Politeness - Avoid disagreement

Politeness marker: a little more
Politeness strategy:
1. Negative Politeness - Minimize the imposition
2. Negative Politeness - Hedge

Politeness marker: could use
Politeness strategy:
1. Negative Politeness - Counterfactual modal forms (could/would)
2. Negative Politeness - Be conventionally indirect","Politeness marker: I liked it
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: could use a little more feeling and emotion
Politeness strategy:
1. Negative Politeness - Minimize the imposition 2. Negative Politeness - Counterfactual modal forms (could/would)
"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
What would Bill be most likely to say?
'Response: 'That was good solo! Great job tom! You have a little bit of room to grow, but it was a great performance.",2,default,"Politeness marker: good solo
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: Great job tom
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: great performance
Politeness strategy:
1. Positive Politeness - Positive Lexicon","Politeness marker: That was good solo!
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: Great job tom!
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: You have a little bit of room to grow, but it was a great performance.
Politeness strategy:
1. Positive Politeness - Avoid disagreement
2. Negative Politeness - Minimize the imposition (little bit)
3. Positive Politeness - Positive Lexicon (great performance)","Politeness marker: That was good solo!
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: Great job tom!
Politeness strategy:
1. Positive Politeness - Use in-group identity markers

Politeness marker: You have a little bit of room to grow, but it was a great performance.
Politeness strategy:
2. Negative Politeness - Minimize the imposition 
3. Positive Politeness - Positive Lexicon"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
What would Bill be most likely to say?
'Response: 'I thought that the solo was pretty good.",2,default,"Politeness marker: I thought
Politeness strategy:
1. Negative politeness – Question, hedge

Politeness marker: pretty good
Politeness strategy:
1. Off-record – Understate
2. Positive politeness – Positive lexicon","Politeness marker: pretty good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: I thought that
Politeness strategy:
1. Negative Politeness - Question, hedge","Politeness marker: I thought
Politeness strategy:
1. Negative politeness – Question, hedge

Politeness marker: pretty good
Politeness strategy:
1. Off-record – Understate
2. Positive politeness – Positive lexicon"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
2 out of 3 hearts
Question:
What would Bill be most likely to say?
'Response: 'It was good, I can tell you practiced.",2,default,"Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: I can tell you practiced
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer’s interests, wants, needs","Politeness marker: It was good
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Avoid disagreement

Politeness marker: I can tell you practiced
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer's interests, wants, needs
2. Positive Politeness - Give gifts to hearer (sympathy, understanding, cooperation)","Politeness marker: good
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: I can tell you practiced
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer’s interests, wants, needs"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
3 out of 3 hearts
Question:
If Bill wanted to BOTH make Tom feel good AND give accurate and informative feedback,
What would Bill be most likely to say?
'Response: 'Your solo was beautifully performed with excellent technique and emotional expression.",3,both,"Politeness marker: beautifully performed
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: excellent technique
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: emotional expression
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer’s interests, wants, needs","Politeness marker: beautifully performed
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: excellent technique
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: emotional expression
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)","Politeness marker: beautifully performed
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: excellent technique
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: emotional expression
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
3 out of 3 hearts
Question:
If Bill wanted to BOTH make Tom feel good AND give accurate and informative feedback,
What would Bill be most likely to say?
'Response: 'Your solo was amazing, Tom! Your tone was rich, and your technique was impressive.",3,both,"Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: rich
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: impressive
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: Your tone was rich, and your technique was impressive
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer's interests, wants, needs
2. Positive Politeness - Give gifts to hearer (sympathy, understanding, cooperation)

Politeness marker: Tom
Politeness strategy:
1. Positive Politeness - Use in-group identity markers","Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: Your tone was rich, and your technique was impressive
Politeness strategy:
1. Positive Politeness - Give gifts to hearer (sympathy, understanding, cooperation)

Politeness marker: Tom
Politeness strategy:
1. Positive Politeness - Use in-group identity markers"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
3 out of 3 hearts
Question:
If Bill wanted to BOTH make Tom feel good AND give accurate and informative feedback,
What would Bill be most likely to say?
'Response: ' Your played very well!",3,both,"Politeness marker: very well
Politeness strategy:

1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: very well
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: very well
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
3 out of 3 hearts
Question:
If Bill wanted to BOTH make Tom feel good AND give accurate and informative feedback,
What would Bill be most likely to say?
'Response: 'You did an excellent job!",3,both,"Politeness marker: excellent
Politeness strategy:

1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)","Politeness marker: excellent
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: You did
Politeness strategy:
1. Bald-on-Record - Sentence-initial second-person statements (less polite)","Politeness marker: excellent
Politeness strategy:

1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
3 out of 3 hearts
Question:
If Bill wanted to BOTH make Tom feel good AND give accurate and informative feedback,
What would Bill be most likely to say?
'Response: 'Your solo was fantastic. Your played with such passion and precision.",3,both,"Politeness marker: fantastic
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: with such passion and precision
Politeness strategy:
1. Positive Politeness + Exaggerate interest, approval, sympathy","Politeness marker: fantastic
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: such passion and precision
Politeness strategy:
1. Positive Politeness - Exaggerate interest, approval, sympathy
2. Positive Politeness - Notice, attend to hearer's interests, wants, needs","Politeness marker: fantastic
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: such passion and precision
Politeness strategy:
1. Positive Politeness - Notice, attend to hearer's interests, wants, needs"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
3 out of 3 hearts
Question:
If Bill wanted to BOTH make Tom feel good AND give accurate and informative feedback,
What would Bill be most likely to say?
'Response: 'I thought your solo was amazing , good playing.",3,both,"Politeness marker: I thought
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: good playing
Politeness strategy:
1. Positive Politeness - Positive Lexicon","Politeness marker: I thought
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon
2. Positive Politeness - Exaggerate interest, approval, sympathy

Politeness marker: good playing
Politeness strategy:
1. Positive Politeness - Positive Lexicon","Politeness marker: I thought
Politeness strategy:
1. Negative Politeness - Question, hedge

Politeness marker: amazing
Politeness strategy:
1. Positive Politeness - Positive Lexicon

Politeness marker: good playing
Politeness strategy:
1. Positive Politeness - Positive Lexicon"
"Scenario:
Imagine that Tom played a cello solo part at a concert, but he didn't know how good his playing sounded. Tom approached Bill, who knows a lot about playing cello, and asked ""How was my solo?""
Rating:
Here's how Bill actually felt about Tom's solo:
3 out of 3 hearts
Question:
If Bill wanted to give as accurate and informative feedback as possible, but not necessarily make Tom feel good,
What would Bill be most likely to say?
'Response: 'Your solo was beautifully performed with excellent technique and musicality throughout.",3,informative,"Politeness marker: beautifully performed
Politeness strategy:
1. Positive Politeness + Positive Lexicon (positive sentiment, optimism)

Politeness marker: excellent technique and musicality
Politeness strategy:
1. Positive Politeness + Exaggerate interest, approval, sympathy","Politeness marker: beautifully performed
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: excellent technique
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: musicality throughout
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)","Politeness marker: beautifully performed
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: excellent technique
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)

Politeness marker: musicality throughout
Politeness strategy:
1. Positive Politeness - Positive Lexicon (positive sentiment, optimism)"
